url,titlu,autor,imagine,pret,"pret vechi","id extern"
"eBook Vindecarea celor 5 rani - Lise Bourbeau",https://cdn4.libris.ro/img/pozeprod/13290/13289856-1-small-1.jpg,13289856
"eBook Ma gasesti cand vrei - Lavinia Braniste",https://cdn4.libris.ro/img/pozeprod/29128/29127875-1-small-1.jpg,29127875
"eBook Idiotul - F.M. Dostoievski",https://cdn4.libris.ro/img/pozeprod/13274/13273190-1-small-1.jpg,13273190
"eBook Opere IV. Supravietuirile 1. Ramasitele mic-burgheze. 2. Armata mea de cavalerie - Radu Cosasu",https://cdn4.libris.ro/img/pozeprod/13277/13276895-1-small-1.jpg,13276895
"eBook Marele Dictionar al bolilor si afectiunilor - cauzele subtile ale imbolnavirii - Jacques Martel",https://cdn4.libris.ro/img/pozeprod/13290/13289830-1-small-1.jpg,13289830
"eBook ca si cum nimic nu s-ar fi intamplat - Alina Nelega",https://cdn4.libris.ro/img/pozeprod/21006/21005700-1-small-1.jpg,21005700
"eBook Dragostea in vremea urii. Cronica unui sentiment. 1929-1939 - Florian Illies",https://cdn4.libris.ro/img/pozeprod/32894/32893980-1-small-1.jpg,32893980
"eBook Putin, obsesia imperiului - Armand Gosu",https://cdn4.libris.ro/img/pozeprod/28840/28839853-1-small-1.jpg,28839853
"eBook Emotiile complexe - Dorin Nastas",https://cdn4.libris.ro/img/pozeprod/11039/11038252-1-small-1.jpg,11038252
"eBook Zbor deasupra unui cuib de cuci - Ken Kesey",https://cdn4.libris.ro/img/pozeprod/11840/11839072-1-small-1.jpg,11839072
"eBook O mie noua sute optzeci si patru - George Orwell",https://cdn4.libris.ro/img/pozeprod/20917/20916026-1-small-1.jpg,20916026
"eBook Strainul - Albert Camus",https://cdn4.libris.ro/img/pozeprod/11033/11032709-1-small-1.jpg,11032709
"eBook Fragil. Povestiri - Simona Gosu",https://cdn4.libris.ro/img/pozeprod/24291/24290287-1-small-1.jpg,24290287
"eBook In muntii nebuniei - H.P. Lovecraft",https://cdn4.libris.ro/img/pozeprod/28840/28839839-1-small-1.jpg,28839839
"eBook Didactica matematicii pentru invatamantul primar - Constantin Petrovici",https://cdn4.libris.ro/img/pozeprod/11039/11038219-1-small-1.jpg,11038219
"eBook Ouale fatale. Diavoliada - Mihail Bulgakov",https://cdn4.libris.ro/img/pozeprod/13274/13273372-1-small-1.jpg,13273372
"eBook Sint o baba comunista! - Dan Lungu",https://cdn4.libris.ro/img/pozeprod/13227/13226481-1-small-1.jpg,13226481
"eBook Despre relatiile intime - Lise Bourbeau",https://cdn4.libris.ro/img/pozeprod/13301/13300373-1-small-1.jpg,13300373
"eBook Despre senzualitate si sexualitate - Lise Bourbeau",https://cdn4.libris.ro/img/pozeprod/13301/13300399-1-small-1.jpg,13300399
"eBook Astrologia relationala. Dragoste si sexualitate - Mihaela Dicu",https://cdn4.libris.ro/img/pozeprod/11029/11028841-1-small-1.jpg,11028841
"eBook Scurta istorie a Romaniei - Keith Hitchins",https://cdn4.libris.ro/img/pozeprod/11033/11032676-1-small-1.jpg,11032676
"eBook Psihologia invatarii. Cum invata copiii si adultii? - Georgeta (coord.) Panisoara",https://cdn4.libris.ro/img/pozeprod/21522/21521150-1-small-1.jpg,21521150
"eBook Tyll - Daniel Kehlmann",https://cdn4.libris.ro/img/pozeprod/28420/28419734-1-small-1.jpg,28419734
"eBook Abraxas - Bogdan-Alexandru Stanescu",https://cdn4.libris.ro/img/pozeprod/28267/28266812-1-small-1.jpg,28266812
"eBook Adevarul. Scurta istorie a tampeniilor omenesti absolute - Tom Phillips",https://cdn4.libris.ro/img/pozeprod/28955/28954198-1-small-1.jpg,28954198
"eBook Razboiul Rece. Intelegerile, spionii, minciunile, adevarul - John Lewis Gaddis",https://cdn4.libris.ro/img/pozeprod/28126/28125258-1-small-1.jpg,28125258
"eBook Diavolii din Loudun - Aldous Huxley",https://cdn4.libris.ro/img/pozeprod/29130/29129744-1-small-1.jpg,29129744
